{'Nom': 'Person 1', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 3, 'Total_Occurrences': 69, 'Activity_Ratio': 0.043478260869565216, 'Normalized_Rating': 5}
{'Nom': 'Person 175', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 175', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 176', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 176', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 177', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 2, 'Total_Occurrences': 69, 'Activity_Ratio': 0.028985507246376812, 'Normalized_Rating': 3}
{'Nom': 'Person 177', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 178', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 179', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 179', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 18', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 180', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 180', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 181', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 2, 'Total_Occurrences': 69, 'Activity_Ratio': 0.028985507246376812, 'Normalized_Rating': 3}
{'Nom': 'Person 181', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 182', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 183', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 183', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 184', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 184', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 185', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 2, 'Total_Occurrences': 61, 'Activity_Ratio': 0.03278688524590164, 'Normalized_Rating': 5}
{'Nom': 'Person 185', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 186', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 186', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 187', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 188', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 189', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 2, 'Total_Occurrences': 69, 'Activity_Ratio': 0.028985507246376812, 'Normalized_Rating': 3}
{'Nom': 'Person 189', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 19', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 19', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 190', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 2, 'Total_Occurrences': 71, 'Activity_Ratio': 0.028169014084507043, 'Normalized_Rating': 3}
{'Nom': 'Person 191', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 191', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 191', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 192', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 192', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 193', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 2, 'Total_Occurrences': 60, 'Activity_Ratio': 0.03333333333333333, 'Normalized_Rating': 5}
{'Nom': 'Person 194', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 194', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 194', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 195', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 196', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 196', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 196', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 197', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 197', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 2, 'Total_Occurrences': 61, 'Activity_Ratio': 0.03278688524590164, 'Normalized_Rating': 5}
{'Nom': 'Person 198', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 198', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 199', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 199', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 2', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 20', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 20', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 2, 'Total_Occurrences': 65, 'Activity_Ratio': 0.03076923076923077, 'Normalized_Rating': 5}
{'Nom': 'Person 200', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 200', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 21', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 21', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 22', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 22', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 22', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 23', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 23', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 23', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 24', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 24', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 25', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 26', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 26', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 27', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 27', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 27', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 28', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 29', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 3', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 3', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 30', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 2, 'Total_Occurrences': 60, 'Activity_Ratio': 0.03333333333333333, 'Normalized_Rating': 5}
{'Nom': 'Person 30', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 31', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 31', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 31', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 32', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 33', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 33', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 33', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 34', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 35', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 35', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 35', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 36', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 37', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 3, 'Total_Occurrences': 71, 'Activity_Ratio': 0.04225352112676056, 'Normalized_Rating': 5}
{'Nom': 'Person 38', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 38', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 39', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 2, 'Total_Occurrences': 69, 'Activity_Ratio': 0.028985507246376812, 'Normalized_Rating': 3}
{'Nom': 'Person 39', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 4', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 2, 'Total_Occurrences': 67, 'Activity_Ratio': 0.029850746268656716, 'Normalized_Rating': 5}
{'Nom': 'Person 40', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 40', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 40', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 41', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 41', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 42', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 2, 'Total_Occurrences': 71, 'Activity_Ratio': 0.028169014084507043, 'Normalized_Rating': 3}
{'Nom': 'Person 43', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 44', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 45', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 45', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 46', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 46', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 47', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 47', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 48', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 48', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 49', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 49', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 49', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 5', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 5', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 50', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 51', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 52', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 52', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 2, 'Total_Occurrences': 60, 'Activity_Ratio': 0.03333333333333333, 'Normalized_Rating': 5}
{'Nom': 'Person 53', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 53', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 2, 'Total_Occurrences': 61, 'Activity_Ratio': 0.03278688524590164, 'Normalized_Rating': 5}
{'Nom': 'Person 54', 'Activity': 'Atelier: Kubernetes for Developers', 'Person_Activity_Counts': 1, 'Total_Occurrences': 71, 'Activity_Ratio': 0.014084507042253521, 'Normalized_Rating': 2}
{'Nom': 'Person 54', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 54', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 55', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 55', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 56', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 56', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 57', 'Activity': 'Hackathon: Open Source Software', 'Person_Activity_Counts': 1, 'Total_Occurrences': 67, 'Activity_Ratio': 0.014925373134328358, 'Normalized_Rating': 2}
{'Nom': 'Person 57', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 58', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 59', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 59', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
{'Nom': 'Person 59', 'Activity': 'Webinar: Modern Web Development with React', 'Person_Activity_Counts': 1, 'Total_Occurrences': 65, 'Activity_Ratio': 0.015384615384615385, 'Normalized_Rating': 2}
{'Nom': 'Person 6', 'Activity': 'Conférence: DevOps Summit', 'Person_Activity_Counts': 1, 'Total_Occurrences': 69, 'Activity_Ratio': 0.014492753623188406, 'Normalized_Rating': 2}
{'Nom': 'Person 6', 'Activity': 'Cours: Advanced Java Programming', 'Person_Activity_Counts': 1, 'Total_Occurrences': 60, 'Activity_Ratio': 0.016666666666666666, 'Normalized_Rating': 2}
{'Nom': 'Person 6', 'Activity': 'Projet: Full Stack Web Development', 'Person_Activity_Counts': 1, 'Total_Occurrences': 61, 'Activity_Ratio': 0.01639344262295082, 'Normalized_Rating': 2}
